ResponseId,Duration (in seconds),showdata,Q-demos-age,Q-demos-gender,Q-demos-hispanic,Q-demos-race,Q-demos-income,Q-demos-state,Q-share-browser-data,Q-perceptions-1,Q-perceptions-2,source
R_325tkeR89x9OcmZ,25,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_325vyRzpWzqmefA,50,true,25 - 34 years,Other,No,Asian,"Less than $25,000",California,Consent to share,Strongly agree,Neutral ,PROLIFIC
R_328bCWLDgz8VdPr,55,false,45 - 54 years,Female,No,White or Caucasian,"$100,000 - $149,999",Alabama,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_329hfeF3YITrn79,43,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",New Jersey,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_32BTV7JQGLAxnSV,67,false,25 - 34 years,Female,No,"White or Caucasian,Black or African American",Prefer not to say,California,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_32CUthTJupvO0lf,62,true,25 - 34 years,Female,No,Black or African American,"$25,000 - $49,999",Ohio,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_32DM7JXQOfD8yQX,41,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32ExD1qscTKo6sr,92,true,25 - 34 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",Pennsylvania,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_32FPLzdu961Ex8t,79,true,25 - 34 years,Female,No,Black or African American,"Less than $25,000",Tennessee,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32IWNMRVkLolAQn,44,true,45 - 54 years,Female,No,White or Caucasian,"Less than $25,000",Georgia,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32J6OrJ8Vc9yZg6,75,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Kansas,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_32JFXEgpqnjdbCk,52,true,45 - 54 years,Female,No,Black or African American,"$75,000 - $99,999",California,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_32Je2xtt8k29oDd,98,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Ohio,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_32JsXXPBs8Oj1di,51,true,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Tennessee,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32Kb3k5kwCK3R1G,89,true,65 or older,Male,No,White or Caucasian,"$75,000 - $99,999",Florida,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32KijhbWCxRLtJl,126,true,45 - 54 years,Female,No,White or Caucasian,"$150,000 or more",Massachusetts,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32Kiq9Uw9z7JQ0g,29,false,35 - 44 years,Male,No,Asian,"$50,000 - $74,999",Maryland,Decline,Neutral ,Neutral ,PROLIFIC
R_32LV2BgW9BVxzhM,69,false,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32Lnk0lo09rHahN,75,true,25 - 34 years,Female,No,"White or Caucasian,American Indian/Native American or Alaska Native","$25,000 - $49,999",North Dakota,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32M8yWgvhQMigAE,42,false,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Illinois,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_32MoOY2QZp622fp,42,false,18 - 24 years,Male,No,"White or Caucasian,Other","$150,000 or more",California,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_32QGzltJHnemqa9,137,true,65 or older,Male,No,White or Caucasian,"$100,000 - $149,999",Iowa,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_32QonZL5YZPrHSX,45,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Washington,Consent to share,Neutral ,Neutral ,PROLIFIC
R_32R0nqChq9aJrGE,51,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Minnesota,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_32S9neL6CHgSBk5,46,false,45 - 54 years,Female,No,White or Caucasian,"$50,000 - $74,999",Missouri,Decline,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_32Shiu4PqSKqibH,43,true,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Arizona,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32TNFSdXioY5QNX,130,false,25 - 34 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",Texas,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_32VIsgBuMuTpzf4,174,false,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",West Virginia,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_32VNqFRzMnJs887,113,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Pennsylvania,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_32VQgLLbo1XbV0A,56,false,25 - 34 years,Male,Yes,Other,"$25,000 - $49,999",New York,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_32WPh5hmKiPfVwr,243,true,45 - 54 years,Male,No,Black or African American,"$100,000 - $149,999",Michigan,Consent to share,Neutral ,Neutral ,PROLIFIC
R_32WqB9K4UqEHJrS,63,false,45 - 54 years,Female,No,White or Caucasian,"$50,000 - $74,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32XOWCq4kMXjwb2,92,false,65 or older,Female,No,White or Caucasian,"Less than $25,000",California,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_32Xs0m6SVh3Atoq,80,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Georgia,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_32ZzWRZCwmDpiOR,53,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",New York,Consent to share,Neutral ,Neutral ,PROLIFIC
R_32ceCbzgtcfgfPP,143,false,25 - 34 years,Female,No,Black or African American,"$75,000 - $99,999",Arizona,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_32f6vjWmasxHcHL,63,false,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Washington,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32fHob0CnfiHqMg,88,false,25 - 34 years,Female,No,Black or African American,"$100,000 - $149,999",North Carolina,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_32l6jk0oYEUsK4N,62,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Colorado,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_32m2WdQQHHGdCD5,51,true,35 - 44 years,Female,No,White or Caucasian,"$150,000 or more",Virginia,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32n8SfukFWFNjDa,56,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_32npMQnNGNcliwi,83,false,35 - 44 years,Female,No,White or Caucasian,"Less than $25,000",South Carolina,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32nub0KlnXpuovv,75,false,45 - 54 years,Female,No,White or Caucasian,"$50,000 - $74,999",Missouri,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_32o7ZRqfQjmaaOd,54,true,55 - 64 years,Female,No,White or Caucasian,"$75,000 - $99,999",Maryland,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_32qOurhBt0ffLsB,48,false,45 - 54 years,Female,No,White or Caucasian,"Less than $25,000",Texas,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_32qQqeBBbYodxhA,77,true,45 - 54 years,Female,No,White or Caucasian,"$150,000 or more",New York,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_32rFoQYdod8Cr9v,416,false,35 - 44 years,Male,No,Black or African American,"$100,000 - $149,999",California,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_32rGLmGOGhGlyKL,118,false,45 - 54 years,Male,Yes,"White or Caucasian,Other","$25,000 - $49,999",Missouri,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32rGzSMDCrWK0bA,65,false,25 - 34 years,Male,No,Asian,"$25,000 - $49,999",Illinois,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_32rcAbXt23u2HCJ,62,false,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",South Dakota,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_32swiXQNhPNxt4B,107,false,55 - 64 years,Male,No,Black or African American,"$50,000 - $74,999",Ohio,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_32t2eJqc1wEHGgq,93,true,35 - 44 years,Female,No,White or Caucasian,"$150,000 or more",Michigan,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32t78nrrLvyuD4n,50,false,25 - 34 years,Female,Yes,White or Caucasian,"$100,000 - $149,999",New York,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_32ti44lS4aSq8WX,80,false,65 or older,Female,No,White or Caucasian,"Less than $25,000",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_32tlax9pbz1JFee,70,false,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Washington,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32ujvYk27zFn99J,38,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32wOgT3CBLfmKrU,106,true,45 - 54 years,Male,No,Black or African American,"$50,000 - $74,999",California,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_32xFamgpZ5WVgqq,49,true,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Massachusetts,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_32xz0jQncX4Vu2r,30,true,18 - 24 years,Female,Yes,White or Caucasian,"$25,000 - $49,999",California,Consent to share,Strongly disagree ,Strongly disagree ,PROLIFIC
R_32y7oU554DdMjgM,81,false,25 - 34 years,Female,No,Black or African American,"$100,000 - $149,999",Florida,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_32yHX0szfnHGsWw,167,false,25 - 34 years,Female,No,Black or African American,"$25,000 - $49,999",Florida,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_32zLi69HTVyFXEa,55,true,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Washington,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_32zfaPNTfIaLx4y,52,true,35 - 44 years,Male,No,Asian,Prefer not to say,New York,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_32zvTwX7UsM3cYU,75,true,35 - 44 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",New Jersey,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_331OmNF7n9SZKMq,87,true,55 - 64 years,Male,No,White or Caucasian,"$150,000 or more",Texas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_331Z4dspQkBmtZ7,52,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Kentucky,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_331sxVTu637oKch,190,true,25 - 34 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",Florida,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_332yaMghBuiGco8,46,false,25 - 34 years,Male,No,Asian,"$25,000 - $49,999",New Jersey,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_3335yIROslosgKO,275,false,35 - 44 years,Female,No,Black or African American,"$50,000 - $74,999",Indiana,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_333Dn1W1FSugnrL,48,true,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Pennsylvania,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_333HsVnIPl6Mv3L,41,true,18 - 24 years,Male,No,"White or Caucasian,Asian","$150,000 or more",Pennsylvania,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_337pyOwqcDcK5EV,74,false,25 - 34 years,Other,No,White or Caucasian,"$50,000 - $74,999",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_3383dOe4vdXuWk7,69,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Oregon,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_339yBrHPgev3Y9q,170,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_33BWqTvZHbwpiSX,68,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Oregon,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_33BdHTc0dBH4ao3,1873,true,55 - 64 years,Female,No,Black or African American,"$25,000 - $49,999",California,Decline,Neutral ,Strongly agree,PROLIFIC
R_33DO3KtsBjpGSK7,114,true,45 - 54 years,Male,No,Asian,"$150,000 or more",California,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_33Tqz4NsCdhiC0q,43,false,35 - 44 years,Male,No,Asian,"$150,000 or more",California,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_33TwjcE3Ein1yWg,102,true,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",Connecticut,Consent to share,Neutral ,Neutral ,PROLIFIC
R_33UC5OuJsn2v9hx,118,false,45 - 54 years,Female,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_33V7L1nQsNAXqjH,60,true,35 - 44 years,Male,No,Black or African American,"$100,000 - $149,999",California,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_33VjgTSfzgM1Dyr,66,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Nebraska,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_33a24kAnuhvWl9s,46,false,25 - 34 years,Female,Yes,Other,"$25,000 - $49,999",Texas,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_33auEWsPeHnSMCJ,37,false,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",New York,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_33d1VDurDnVPxJD,79,false,35 - 44 years,Male,No,Asian,"Less than $25,000",Washington,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_33d8O4RhU2iXU4x,24,false,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",New York,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_33dMzX5FV868A6u,58,false,35 - 44 years,Male,No,Black or African American,"Less than $25,000",Alabama,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_33dTJYUq7RwauWh,51,false,35 - 44 years,Female,Yes,Black or African American,"$25,000 - $49,999",District of Columbia,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_33duYHoeW5AQgSl,58,false,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",Colorado,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_33eho6H4mjoOKjr,59,false,35 - 44 years,Female,No,White or Caucasian,"Less than $25,000",Texas,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_33h4NHraQQ0hO37,788,false,25 - 34 years,Female,No,White or Caucasian,"$75,000 - $99,999",Michigan,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_33jclbewoVuB5bH,36,false,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_33kE92bNWHwnvWK,61,true,25 - 34 years,Male,Yes,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_33kicxqtm4XF1gt,29,false,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",Missouri,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_33lJWCtlC5H2d0V,70,true,45 - 54 years,Male,No,White or Caucasian,"$150,000 or more",Massachusetts,Consent to share,Strongly agree,Strongly agree,COLLEAGUE
R_33lyFlUxdrMIRUt,28,true,25 - 34 years,Male,No,Asian,"$75,000 - $99,999",Hawaii,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_33mBR4OUSLVGZVd,116,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",Massachusetts,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_33pep3z1Xu7N4aK,42,false,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",Colorado,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_33r0orJpxoMoZVe,47,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",Utah,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_33tZ55B2tHBbOZr,45,false,45 - 54 years,Female,No,"White or Caucasian,American Indian/Native American or Alaska Native","$50,000 - $74,999",Pennsylvania,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_33tZgv59osIJNux,119,false,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Texas,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_33wreGh06ZpViww,66,true,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Alabama,Decline,Somewhat agree ,Neutral ,PROLIFIC
R_33xxn7I58WqdCmy,120,false,55 - 64 years,Male,No,Asian,"$25,000 - $49,999",Pennsylvania,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_33yw09YGBQ8Igez,41,true,18 - 24 years,Male,No,"White or Caucasian,Asian","Less than $25,000",Maryland,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_340KvTyn0lLtxj4,63,false,65 or older,Female,No,White or Caucasian,"$75,000 - $99,999",Kentucky,Consent to share,Neutral ,Neutral ,PROLIFIC
R_341mmaxo2ppXD1E,134,true,55 - 64 years,Female,No,White or Caucasian,"$100,000 - $149,999",Wisconsin,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_342eDax2oQA1otS,192,false,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Illinois,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_345YWXuUfo9VKQ9,56,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Colorado,Consent to share,Strongly agree,Somewhat agree ,PROLIFIC
R_3471i0RM7kZMfMy,53,true,25 - 34 years,Male,No,Native Hawaiian or Other Pacific Islander,"$50,000 - $74,999",South Carolina,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_3482WXZgCTx057b,120,false,18 - 24 years,Female,Yes,Black or African American,"$25,000 - $49,999",Nevada,Consent to share,Neutral ,Neutral ,PROLIFIC
R_34BWEnKorJtkfRv,88,false,45 - 54 years,Male,Yes,White or Caucasian,"$50,000 - $74,999",Texas,Decline,Strongly agree,Strongly agree,PROLIFIC
R_34BpxxPaVfJvK6G,97,false,45 - 54 years,Female,No,White or Caucasian,"$150,000 or more",Maryland,Consent to share,Strongly agree,Neutral ,PROLIFIC
R_34FO6zvUXCEMcJl,36,false,25 - 34 years,Other,No,Asian,"$75,000 - $99,999",Maryland,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_34FYjnoiNnhi9KA,78,false,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Missouri,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_34JiaMv8eUSEjEr,48,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Rhode Island,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_34PdIPSA7nnJraN,93,false,35 - 44 years,Male,No,Other,"$150,000 or more",South Dakota,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_34SkgoqdZvNOSu5,42,false,18 - 24 years,Male,No,White or Caucasian,"Less than $25,000",Ohio,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_34VHieXWOcsjvfX,82,false,35 - 44 years,Female,No,White or Caucasian,"Less than $25,000",Iowa,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_34XI5vZvVLA5wcx,43,true,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",California,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_34ZaqPLAuDYy8W5,50,true,18 - 24 years,Female,No,Asian,"Less than $25,000",New York,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_34cL4D1voAxJfDn,73,false,35 - 44 years,Female,No,"White or Caucasian,Black or African American","$75,000 - $99,999",Washington,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_34cjhvjaZ9tiPBO,67,false,35 - 44 years,Male,Yes,White or Caucasian,"$25,000 - $49,999",Arizona,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_34eCHPM6TfXbQNb,110,true,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Illinois,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_34emSZXtaUABqc5,66,true,65 or older,Male,No,White or Caucasian,"$25,000 - $49,999",Florida,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_34foJM9potUT9vP,36,true,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",New Jersey,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_34hLmJtxwAlpzt9,105,false,45 - 54 years,Female,No,White or Caucasian,"$75,000 - $99,999",Tennessee,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_34k2BXirggQ8cDW,54,true,18 - 24 years,Male,No,Asian,"$50,000 - $74,999",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_34pFNjauFz0bVPH,86,true,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Colorado,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_34qRcFRJy5b33BV,48,false,18 - 24 years,Female,No,Asian,Prefer not to say,Georgia,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_34qxASBnPrIQfdv,93,true,18 - 24 years,Male,Yes,White or Caucasian,"Less than $25,000",Arizona,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_34uViRqwRSB5Op3,53,true,35 - 44 years,Female,No,Asian,"$150,000 or more",California,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_34uZb8kRzQkJ9tm,152,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Kansas,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_34vNmbAH4iL7WcN,40,false,25 - 34 years,Female,No,White or Caucasian,"$75,000 - $99,999",Florida,Decline,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_34wmIpqACo3dK0z,31,false,35 - 44 years,Other,No,White or Caucasian,"$25,000 - $49,999",Missouri,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_34wozSYop4Osmpr,59,false,35 - 44 years,Female,Yes,Black or African American,"$50,000 - $74,999",Texas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_34z7hjCAPdZtHMJ,36,false,25 - 34 years,Female,No,Asian,"$75,000 - $99,999",Idaho,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
